 {'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京自如友家资产管理有限公司', '职位': 'PHP工程师'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '北京小悟科技有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京玩拍世界科技有限公司', '职位': 'PHP开发'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京牛电科技有限责任公司', '职位': '高级PHP工程师'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '海南世纪畅想旅游咨询有限公司', '职位': 'php经理'}
{'薪资': '30k-45k', '工作经验': '5-10年', '公司名称': '广东易昂普软件信息有限公司', '职位': '架构师（PHP）'}
{'薪资': '14k-18k', '工作经验': '3-5年', '公司名称': '北京中汇饰家信息科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '智美兴达科技（北京）有限公司', '职位': 'php后端'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京华夏桃李咨询有限公司', '职位': 'PHP技术经理/高级PHP开发工程师'}
{'薪资': '20K-30K', '工作经验': '5-10年', '公司名称': '北京星水友联供应链管理有限责任公司', '职位': 'PHP工程师'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '北京柏链基石科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京智文创想科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京极宇舟天信息技术有限公司', '职位': 'PHP工程师'}
{'薪资': '11k-16k', '工作经验': '1-3年', '公司名称': '北京领带科技信息有限公司', '职位': 'PHP高级工程师'}
{'薪资': '8k-15k', '工作经验': '1-3年', '公司名称': '北京网豆科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '6k-12k', '工作经验': '1-3年', '公司名称': '北京谦亨网络科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '28k-42k', '工作经验': '3-5年', '公司名称': '北京三快在线科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '百度在线网络技术（北京）有限公司', '职位': '垂直行业搜索部_PHP高级研发工程师'}
{'薪资': '11k-22k', '工作经验': '3-5年', '公司名称': '北京万弘信达投资管理有限公司', '职位': 'php经理'}
{'薪资': '15k-20k', '工作经验': '5-10年', '公司名称': '北京嘻哈帮文化传播有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京顺丰同城科技有限公司', '职位': 'PHP研发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京微量分贝科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '12k-20k', '工作经验': '3-5年', '公司名称': '新精英生涯（北京）教育科技有限公司', '职位': 'PHP工程师'}
{'薪资': '4k-8k', '工作经验': '1年以下', '公司名称': '北京华纵国际文化传媒中心', '职位': 'PHP'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '北京华电天达科技有限责任公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京唐吉诃德科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '北京微智富科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '5k-10k', '工作经验': '3-5年', '公司名称': '北京佳联亿通货物运输有限公司房山分公司', '职位': 'php开发'}
{'薪资': '8k-15k', '工作经验': '3-5年', '公司名称': '北京令才科技有限公司', '职位': 'php开发工程师'}
{'薪资': '3k-6k', '工作经验': '应届毕业生', '公司名称': '北京蓝果网络技术有限公司', '职位': 'PHP开发实习生'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '北京华电天达科技有限责任公司', '职位': 'PHP开发工程师'}
{'薪资': '30k-35k', '工作经验': '5-10年', '公司名称': '深圳普瑞生科技有限公司', '职位': 'PHP/laraver研发总监'}
{'薪资': '15K-30K', '工作经验': '3-5年', '公司名称': '北京艺术工匠文化发展有限公司', '职位': 'php后端'}
{'薪资': '8k-12k', '工作经验': '3-5年', '公司名称': '北京企惠科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京广安无忧科技有限公司', '职位': 'PHP工程师'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '新墨（北京）科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '5k-10k', '工作经验': '1-3年', '公司名称': '北京酷绅服装有限公司', '职位': 'PHP'}
{'薪资': '13K-18K', '工作经验': '3-5年', '公司名称': '山西初爱信息技术有限责任公司', '职位': 'php开发工程师'}
{'薪资': '10k-20k', '工作经验': '应届毕业生', '公司名称': '环球优学（北京）教育咨询有限公司', '职位': 'PHP开发工程师（应届生）'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '大特保商务信息咨询（上海）有限公司', '职位': '中高级PHP工程师'}
{'薪资': '7k-12k', '工作经验': '1-3年', '公司名称': '北京青普旅游文化发展有限公司', '职位': 'PHP高级工程师'}
{'薪资': '10k-20k', '工作经验': '应届毕业生', '公司名称': '北京百度网讯科技有限公司', '职位': 'PHP工程师-社招&amp;校招'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京金山网络科技有限公司', '职位': 'PHP开发工程师-海外工具平台'}
{'薪资': '4k-6k', '工作经验': '应届毕业生', '公司名称': '人人行科技有限公司', '职位': 'PHP实习生'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '百度在线网络技术（北京）有限公司', '职位': '百家号PHP高级研发工程师(策略向）'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '北京华电天达科技有限责任公司', '职位': 'PHP开发工程师'}
{'薪资': '6k-8k', '工作经验': '1-3年', '公司名称': '北京酷绅服装有限公司', '职位': 'PHP工程师'}
{'薪资': '4k-8k', '工作经验': '不限', '公司名称': '安一恒通（北京）科技有限公司', '职位': 'PHP开发实习生'}
{'薪资': '13k-22k', '工作经验': '1-3年', '公司名称': '北京赛酷时代科技有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京乐铺网络科技有限公司', '职位': 'PHP中高级工程师'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '深圳市筷云信息科技股份有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京致趣科技有限公司', '职位': 'PHP中高级开发工程师'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '北京多牛互动传媒股份有限公司', '职位': 'PHP开发工程师-游戏论坛'}
{'薪资': '20k-30k', '工作经验': '5-10年', '公司名称': '北京一房科技有限公司', '职位': 'PHP架构师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '深圳亿幕信息科技有限公司', '职位': '【北京】PHP中级/高级/资深开发工程师/技术经理'}
{'薪资': '20k-35k', '工作经验': '不限', '公司名称': '北京趣加科技有限公司', '职位': '资深PHP服务端开发工程师'}
{'薪资': '12k-22k', '工作经验': '1-3年', '公司名称': '北京希瑞广告有限公司', '职位': 'PHP后端工程师'}
{'薪资': '20k-36k', '工作经验': '1-3年', '公司名称': '北京艾飞移动科技有限公司', '职位': 'PHP工程师（海外C端）'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京蓝城兄弟信息技术有限公司', '职位': '高级PHP开发工程师（急！！！）'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '零氪科技（北京）有限公司', '职位': 'PHP高级研发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '云智联网络科技（北京）有限公司', '职位': '高级PHP工程师 (MJ000228)'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '互爱（北京）科技股份有限公司', '职位': 'PHP高级工程师'}
{'薪资': '12k-18k', '工作经验': '3-5年', '公司名称': '环球创新国际文化发展（北京）有限公司', '职位': 'PHP中级开发工程师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京奥鹏远程教育中心有限公司', '职位': '中高级PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京细刻网络科技有限公司', '职位': 'PHP开发工程师（北京）'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京智通博瑞科技发展有限公司', '职位': 'php后台开发工程师'}
{'薪资': '12k-20k', '工作经验': '3-5年', '公司名称': '广东雨林木风计算机科技有限公司北京分公司', '职位': 'PHP中级开发工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '百度在线网络技术（北京）有限公司', '职位': '反作弊PHP研发工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京新安信息技术有限公司', '职位': 'PHP高级工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '木蚂蚁（北京）科技有限公司', '职位': 'PHP中级开发'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京安高盟科技服务有限公司', '职位': '中级PHP开发工程师'}
{'薪资': '25k-35k', '工作经验': '5-10年', '公司名称': '北京天下秀科技股份有限公司', '职位': 'PHP技术经理'}
{'薪资': '18k-35k', '工作经验': '3-5年', '公司名称': '小船出海教育科技（北京）有限公司', '职位': 'PHP 高级工程师/leader'}
{'薪资': '25k-50k', '工作经验': '5-10年', '公司名称': '北京中公教育科技股份有限公司', '职位': 'PHP高级架构师'}
{'薪资': '25k-50k', '工作经验': '3-5年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': 'PHP后端开发工程师'}
{'薪资': '12K-18K', '工作经验': '1-3年', '公司名称': '北京华录新媒信息技术有限公司', '职位': '中级PHP开发工程师'}
{'薪资': '3k-6k', '工作经验': '不限', '公司名称': '北京合力云通科技有限公司', '职位': 'PHP开发工程师 -- 实习或兼职'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '北京蜂助科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '12K-24K', '工作经验': '3-5年', '公司名称': '北京小熊美家科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '10k-20k', '工作经验': '不限', '公司名称': '凤凰飞扬（北京）新媒体信息技术有限公司', '职位': 'php平台工程师-北京-01250'}
{'薪资': '30k-60k', '工作经验': '5-10年', '公司名称': '北京安证网络科技有限公司', '职位': 'PHP资深开发'}
{'薪资': '20K-40K', '工作经验': '不限', '公司名称': '北京百度网讯科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '20k-25k', '工作经验': '3-5年', '公司名称': '北京码上赢科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京创锐文化传媒有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '2k-4k', '工作经验': '应届毕业生', '公司名称': '北京华纵国际文化传媒中心', '职位': '要有php基础的小程序开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '车好多旧机动车经纪(北京)有限公司', '职位': '高级php开发工程师—growth团队'}
{'薪资': '25k-35k', '工作经验': '不限', '公司名称': '中科视拓（北京）科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': 'PHP后端工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京展游科技有限公司', '职位': '【游戏服务端工程师（PHP）】'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京小龙虾科技有限公司', '职位': '高级PHP软件研发工程师'}
{'薪资': '25k-35k', '工作经验': '5-10年', '公司名称': '北京昆仑一房财富投资管理有限公司', '职位': 'PHP架构师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '深圳市百果互动科技有限公司', '职位': 'PHP高级研发工程师'}
{'薪资': '12k-24k', '工作经验': '1-3年', '公司名称': '上海花千树信息科技有限公司北京分公司', '职位': '高级PHP开发工程师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京万物互链科技有限公司', '职位': 'PHP后端开发工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '新浪网技术（中国）有限公司', '职位': '中高级PHP开发工程师'}
{'薪资': '25k-50k', '工作经验': '5-10年', '公司名称': '卧客国际旅行社（北京）有限公司', '职位': 'php后端'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': '后端开发工程师（PHP方向）'}
{'薪资': '14k-18k', '工作经验': '3-5年', '公司名称': '北京科天科技有限公司', '职位': 'PHP架构师'}
{'薪资': '3k-5k', '工作经验': '应届毕业生', '公司名称': '顺丰科技有限公司', '职位': 'PHP实习开发工程师'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '北京一网天行科技有限公司', '职位': 'PHP开发工程师（高级）'}
{'薪资': '20k-30k', '工作经验': '5-10年', '公司名称': '武汉斗鱼网络科技有限公司', '职位': '资深PHP开发工程师'}
{'薪资': '12k-22k', '工作经验': '3-5年', '公司名称': '木偶星球（北京）科技有限公司', '职位': 'c++或者php服务器端程序员'}
{'薪资': '15k-20k', '工作经验': '1-3年', '公司名称': '北京奇客创想科技股份有限公司', '职位': 'PHP高级工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京叩富网络科技有限公司', '职位': 'Php高级工程师'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '都学网络科技（北京）有限公司', '职位': '高级PHP研发工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京凯煜天天信息科技有限公司', '职位': '高级php开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '百度在线网络技术（北京）有限公司', '职位': '百度新闻PHP服务端研发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '厦门美图之家科技有限公司', '职位': 'PHP高级工程师-商业化-（北京）'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '北京猿马网络技术有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '迈天龙（北京）信息技术有限公司', '职位': 'PHP中高级工程师'}
{'薪资': '24K-38K', '工作经验': '3-5年', '公司名称': '河南瑞格企业管理咨询有限公司', '职位': '高级php开发'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': 'SnapLingo LTD', '职位': '中级PHP'}
{'薪资': '35k-60k', '工作经验': '5-10年', '公司名称': '紫梧桐（北京）资产管理有限公司', '职位': 'php技术经理/架构师'}
{'薪资': '12K-18K', '工作经验': '3-5年', '公司名称': '北京世拓方舟科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '玖壹永升（北京）科技有限公司', '职位': '中高级PHP工程师'}
{'薪资': '5k-10k', '工作经验': '不限', '公司名称': '北京行言柏尚科技股份有限公司', '职位': '初级PHP工程师'}
{'薪资': '12k-24k', '工作经验': '3-5年', '公司名称': '北京益友会科技有限公司', '职位': 'PHP中级开发工程师'}
{'薪资': '3k-4k', '工作经验': '不限', '公司名称': '北京玩在一起科技有限公司', '职位': 'PHP开发实习生'}
{'薪资': '18k-30k', '工作经验': '3-5年', '公司名称': '北京硬核聚视科技有限公司', '职位': 'php高级开发工程师'}
{'薪资': '16k-25k', '工作经验': '3-5年', '公司名称': '射雕（北京）科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '北京高思博乐教育科技股份有限公司', '职位': 'PHP架构师'}
{'薪资': '20K-35K', '工作经验': '5-10年', '公司名称': '九零九网络科技（北京）有限公司', '职位': 'PHP技术总监'}
{'薪资': '8k-12k', '工作经验': '1-3年', '公司名称': '北京奇客创想科技股份有限公司', '职位': 'PHP开发工程师（可接受优秀应届毕业生）'}
{'薪资': '15k-20k', '工作经验': '5-10年', '公司名称': '峥嵘时代科技（北京）有限公司', '职位': 'PHP/JAVA/WEB前端'}
{'薪资': '30k-50k', '工作经验': '5-10年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': '高级PHP架构师'}
{'薪资': '25k-35k', '工作经验': '1-3年', '公司名称': '奇虎360科技有限公司', '职位': 'PHP GO研发工程师（广告业务）'}
{'薪资': '3k-5k', '工作经验': '不限', '公司名称': '中思博安科技(北京)有限公司', '职位': 'PHP实习生'}
{'薪资': '5k-8k', '工作经验': '不限', '公司名称': '北京豆果信息技术有限公司', '职位': 'PHP开发实习生'}
{'薪资': '30k-60k', '工作经验': '5-10年', '公司名称': '北京奥弗管理咨询有限公司', '职位': 'php架构师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '北京诸葛找房信息技术有限公司', '职位': 'PHP架构师'}
{'薪资': '7K-14K', '工作经验': '应届毕业生', '公司名称': '北京一人一亩田网络科技有限公司', '职位': 'php实习生'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '上海业霆网络科技有限公司', '职位': 'PHP 后端工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京云保链科技有限公司', '职位': '中高级PHP工程师'}
{'薪资': '20k-25k', '工作经验': '3-5年', '公司名称': '北京粒电科技有限公司', '职位': 'PHP高级工程师'}
{'薪资': '30k-50k', '工作经验': '5-10年', '公司名称': 'RightCapital LLC', '职位': '高级PHP开发工程师'}
{'薪资': '25k-50k', '工作经验': '5-10年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': '00115-高级PHP架构师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '百度在线网络技术（北京）有限公司', '职位': '教育事业部_PHP后端研发工程师（创新产品）'}
{'薪资': '25k-35k', '工作经验': '5-10年', '公司名称': '木蚂蚁（北京）科技有限公司', '职位': 'PHP技术主管'}
{'薪资': '13k-26k', '工作经验': '1-3年', '公司名称': '北京蓝色聚力科技有限公司', '职位': 'PHP后端工程师'}
{'薪资': '16k-32k', '工作经验': '3-5年', '公司名称': '北京惠权益科技有限公司', '职位': 'PHP高级工程师'}
{'薪资': '18k-30k', '工作经验': '1-3年', '公司名称': '北京云江科技有限公司', '职位': 'PHP后台开发（偏微信小程序）'}
{'薪资': '9k-15k', '工作经验': '3-5年', '公司名称': '新墨（北京）科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京灿烂千阳文化发展有限公司', '职位': 'PHP后端开发工程师'}
{'薪资': '25k-40k', '工作经验': '5-10年', '公司名称': '第四范式（北京）技术有限公司', '职位': '应用开发工程师（PHP）'}
{'薪资': '25k-40k', '工作经验': '5-10年', '公司名称': '飞享者（北京）航空科技发展有限公司', '职位': 'PHP技术总监'}
{'薪资': '18k-22k', '工作经验': '3-5年', '公司名称': '易店铺（北京）网络科技有限公司', '职位': 'PHP技术主管'}
{'薪资': '20k-30k', '工作经验': '5-10年', '公司名称': '网家科技有限责任公司', '职位': 'PHP架构师'}
{'薪资': '20k-30k', '工作经验': '5-10年', '公司名称': '北京长佩网络科技有限公司', '职位': 'PHP架构师'}
{'薪资': '30k-60k', '工作经验': '5-10年', '公司名称': '紫梧桐（北京）资产管理有限公司', '职位': 'PHP架构/经理'}
{'薪资': '3k-5k', '工作经验': '不限', '公司名称': '北京新片场传媒股份有限公司', '职位': 'PHP开发实习生'}
{'薪资': '18k-36k', '工作经验': '1-3年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': '服务器端开发工程师（php/go）'}
{'薪资': '15k-20k', '工作经验': '1-3年', '公司名称': '八爪鱼互动（北京）科技有限公司', '职位': 'php后端工程师'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '北京无线动力广告有限公司', '职位': 'PHP开发人员招聘'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '云卡（北京）网络科技有限公司', '职位': 'PHP技术主管'}
{'薪资': '1k-2k', '工作经验': '不限', '公司名称': '北京绿鸟网络科技有限公司', '职位': 'PHP实习'}
{'薪资': '18k-25k', '工作经验': '3-5年', '公司名称': '北京乐柏教育咨询有限公司', '职位': '励步英语-高级PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '不限', '公司名称': '凤凰飞扬（北京）新媒体信息技术有限公司', '职位': 'PHP后端工程师'}
{'薪资': '13k-23k', '工作经验': '1-3年', '公司名称': '宁波艾莫投资管理有限公司', '职位': 'php工程师（广告品牌方向）'}
{'薪资': '18k-35k', '工作经验': '1-3年', '公司名称': '北京一人一亩田网络科技有限公司', '职位': 'php业务方向负责人'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京美好明天科技有限公司', '职位': '区块链PHP开发工程师'}
{'薪资': '4k-6k', '工作经验': '应届毕业生', '公司名称': '北京百度在线网络技术（北京）有限公司', '职位': 'PHP实习工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '腾讯科技(深圳)有限公司', '职位': 'PHP后台开发高级工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京惠权益科技有限公司', '职位': 'PHP架构师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京九州云动科技有限公司', '职位': '高级服务端工程师（php/go）'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '腾讯科技(北京)有限公司', '职位': '【腾讯.北京】PHP后台开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '百度在线网络技术（北京）有限公司', '职位': '百家号PHP高级研发工程师(业务向）'}
{'薪资': '30k-50k', '工作经验': '3-5年', '公司名称': '腾讯科技(深圳)有限公司', '职位': '腾讯智慧校园高级PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '深圳市搜秀电子商务有限公司', '职位': 'PHP后端开发（Magento）'}
{'薪资': '5k-9k', '工作经验': '1年以下', '公司名称': '北京优思安科技有限公司', '职位': 'PHP讲师助教'}
{'薪资': '30k-50k', '工作经验': '5-10年', '公司名称': '北京三好互动教育科技有限公司', '职位': 'PHP架构师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '颉墨（北京）科技有限公司', '职位': 'PHP全栈工程师'}
{'薪资': '2k-3k', '工作经验': '应届毕业生', '公司名称': '西门子（中国）有限公司', '职位': 'PHP实习生'}
{'薪资': '50k-80k', '工作经验': '3-5年', '公司名称': '北京链家房地产经纪有限公司立水桥北路店', '职位': 'php架构师'}
{'薪资': '28k-50k', '工作经验': '5-10年', '公司名称': '河南省炽天使网络技术有限公司', '职位': 'PHP总监/架构师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '上海熊猫互娱文化有限公司北京分公司', '职位': 'PHP/GO后端开发工程师'}
{'薪资': '8k-10k', '工作经验': '1-3年', '公司名称': '北京米多琪文化有限公司', '职位': 'PHP工程师 WEB API方向'}
{'薪资': '50k-70k', '工作经验': '5-10年', '公司名称': '北京金山网络科技有限公司', '职位': 'PHP架构师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京万物互链科技有限公司', '职位': 'php后端'}
{'薪资': '50k-90k', '工作经验': '5-10年', '公司名称': '北京优友动量网络技术有限公司', '职位': 'PHP架构师'}
{'薪资': '20K-40K', '工作经验': '1-3年', '公司名称': '百度时代网络技术（北京）有限公司', '职位': 'php后端'}
{'薪资': '18k-23k', '工作经验': '5-10年', '公司名称': '北京优思安科技有限公司', '职位': 'php高级讲师'}
{'薪资': '30k-40k', '工作经验': '5-10年', '公司名称': '北京微吼时代科技有限公司', '职位': 'php架构师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '医渡云（北京）技术有限公司', '职位': '后端研发工程师（Php/python）'}
{'薪资': '3k-6k', '工作经验': '应届毕业生', '公司名称': '北京华纵国际文化传媒中心', '职位': '从事小程序，微信公众号开发的php工程师'}
{'薪资': '20k-30k', '工作经验': '5-10年', '公司名称': '浙江微动天下信息技术股份有限公司北京分公司', '职位': 'PHP架构师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '新浪网技术（中国）有限公司', '职位': 'php开发工程师（结算平台）'}
{'薪资': '4k-7k', '工作经验': '3-5年', '公司名称': '中产发投资管理集团有限公司', '职位': 'PHP网络工程师'}
{'薪资': '30k-60k', '工作经验': '5-10年', '公司名称': '郑州卓君网络科技有限公司', '职位': 'php架构师/leader'}
{'薪资': '18k-28k', '工作经验': '不限', '公司名称': '臻和（北京）科技有限公司', '职位': 'PHP项目经理'}
{'薪资': '20k-30k', '工作经验': '1-3年', '公司名称': '安一恒通（北京）科技有限公司', '职位': 'PHP，C/C++高级研发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京极客邦科技有限公司', '职位': '服务端开发工程师（PHP/Go/Lua）'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京水木优品科技有限公司', '职位': '高级 PHP 后端开发（Laravel）'}
{'薪资': '17k-34k', '工作经验': '不限', '公司名称': '百度钱包', '职位': 'PHP，C/C++高级研发工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '奇虎360科技有限公司', '职位': '安全开发工程师 （Python /PHP）'}
{'薪资': '17k-34k', '工作经验': '3-5年', '公司名称': '车好多旧机动车经纪(北京)有限公司', '职位': '高级后端(PHP/Java/Go)工程师'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '北京观天智创科技有限公司', '职位': 'PHP前端开发工程师'}
{'薪资': '12k-20k', '工作经验': '1-3年', '公司名称': '云品优选（北京）科技有限公司', '职位': '软件开发工程师（JAVA/PHP）'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '西门子（中国）有限公司', '职位': 'PHP全栈工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '安一恒通（北京）科技有限公司', '职位': '信贷系统平台部_PHP研发工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '百度在线网络技术（北京）有限公司', '职位': '基础技术后端工程师（php\\C\\C++\\go）'}
{'薪资': '30k-60k', '工作经验': '3-5年', '公司名称': '中国平安人寿保险股份有限公司成都市武侯第一营销服务部', '职位': 'C++/PHP/GO开发工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '广州小狗机器人技术有限公司北京分公司', '职位': '后端(JAVA/GO/PHP)工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '智线云科技（北京）有限公司', '职位': '高级前端工程师(Web/JS, PHP|Java)'}
{'薪资': '4k-5k', '工作经验': '不限', '公司名称': '家宅融智（北京）科技有限公司', '职位': '00041-PHP开发实习生'}
{'薪资': '25k-40k', '工作经验': '5-10年', '公司名称': '北京钛氪新媒体科技有限公司', '职位': 'PHP_leader'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '清流（北京）投资咨询有限公司', '职位': '技术类（后台Java/PHP/Python+前端+iOS/Android）'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': '04433-PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': '04357-PHP高级开发工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '北京蜜莱坞网络科技有限公司', '职位': '小程序后台开发/python/go/php...'}
{'薪资': '10k-20k', '工作经验': '应届毕业生', '公司名称': '北京百度网讯科技有限公司', '职位': 'PHP-工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '广州小狗机器人技术有限公司北京分公司', '职位': '后端开发工程师（go/python/php)'}
